ID,Year,Make,Model,CC,Miles,Price
51100,2012,HONDA,GL1800HP GOLDWING,1800,29667,$16455
51104,2004,HONDA,VT1100 SABRE SHADOW,1100,10629,SOLD
51115,2008,KAWASAKI,EX500,500,3639,$2460Call First
51166,2014,HONDA,TRAILER 5X10 FLATBED ,,0,$970
51168,2013,HONDA,GL1800HP GOLDWING,1800,10988,$17465
51169,2013,BMW,K1600GTL,1600,38305,$17975
51194,2012,HONDA,GL1800HP,1800,29332,$16465
51208,1998,HONDA,VT750 ACE SHADOW,750,25689,$2460Call First
51222,2000,HONDA,CBR929RR,929,12080,$4660
51280,1999,HONDA,CBR1100XX BLACKBIRD,1100,11573,SOLD
51296,2006,HONDA,VTX1800S3 ,1800,4593,SOLD
51314,2007,TRIUMPH,SPEED TRIPLE ,1050,15372,SOLD
51384,2010,HONDA,VT1300CR STATELINE VT13CR,1300,4200,$5960
51476,2005,HONDA,VTX1800F,1800,4652,SOLD
51508,1997,HONDA,GL1500SE GOLDWING,1500,65309,SOLD
51660,2009,HONDA,CBR600RR ,600,15135,SOLD
51668,2012,SUZUKI,DL1000 V-STROM,1000,4552,$6960
51687,2003,YAMAHA,XVS1100 CLASSIC,1100,28121,$3260
51737,2011,DUCATI,MONSTER 796,796,12013,SOLD
51773,2004,HONDA,VTX1300C,1300,11364,SOLD
51804,2003,HONDA,VTX1800C ,1800,28379,SOLD
51817,2001,TRIUMPH,TT600,600,15192,SOLD
51859,2003,YAMAHA,ROAD STAR,1600,48352,$2660
51893,2008,SUZUKI,GSX1300B B-KING,1300,6117,SOLD
51905,2009,KAWASAKI,VN900 CLASSIC VULCAN,900,15150,$3450
51923,2012,SUZUKI,DL1000 V-STROM DL1000K,1000,35786,$6265
51925,2013,BMW,R1200GS ADV PREMIUM 90TH ANNIV,1200,26334,$15965
600174,2013,HYOSUNG,GV650,650,17,$4860
600195,2010,HYOSUNG,ST7,700,0,$3970
600257,2009,HYOSUNG,GV650 ,650,5,$3550
600364,2017,HYOSUNG,GD250R,250,5,SOLD
60064,2014,KAWASAKI,EX300 ABS,300,22,SOLD
60085,2003,KAWASAKI,ZX-6R ZX636,636,19348,SOLD
60086,2005,HONDA,RC51 RVT1000R ,1000,4584,SOLD
60128,1997,HONDA,VF750 MAGNA,750,19310,$2980
60147,2007,SUZUKI,C50,800,7761,$2980
601704,2007,HYOSUNG,GV650,650,1035,$2870
60176,2014,BMW,R1200GS PREMIUM,1200,27906,$17975
60196,2001,YAMAHA,R1,1000,29154,SOLD
60201,2015,HONDA,GL1800HPNA,1800,5,SOLD
60206,2012,KAWASAKI,ZX-6R,600,14099,$6760
60208,2009,SUZUKI,SV650S,650,17832,SOLD
60212,2012,SUZUKI,DL650 ADVENTURE,650,8365,$7975
60219,2006,SUZUKI,C90T,1500,15938,$3960
60266,2015,BMW,R1200GS PREMIUM ,1200,16172,$19975
60268,2013,TRIUMPH,SPEED TRIPLE R,1050,29024,$6960
60280,2012,KAWASAKI,VN900 CLASSIC,900,2775,$4450
60343,2001,HONDA,VT1100 SABRE SHADOW,1100,13209,$2960
60345,2005,HONDA,VT1100 SABRE,1100,20546,SOLD
60355,2013,YAMAHA,FZ8 ,800,9302,$5660
60366,2006,KAWASAKI,EX650 NINJA,650,41054,SOLD
60379,2012,HONDA,FSC600 SILVER WING,600,6453,$4260
60396,2002,SUZUKI,GSX-R750 GSXR750,750,27715,$3980
60398,2007,KAWASAKI,VN900 CLASSIC VULCAN,900,10326,$2660
60400,2004,HONDA,VTX1300S,1300,20996,$2980
60406,2010,TRIUMPH,THUNDERBIRD ,1600,8935,SOLD
60429,2003,YAMAHA,XVS1100 CLASSIC V-STAR,1100,18082,SOLD
60430,2002,SUZUKI,VL800,800,20986,$2460
60434,2006,SUZUKI,GSX1300R,1300,13376,SOLD
60450,2013,SUZUKI,GSX-R1000 SE,1000,25604,$8980
60456,2006,KAWASAKI,EN500 LTD,500,10419,$2460
60458,1995,HARLEY,FXDWG DYNA WIDE GL ,1340,32788,SOLD
60459,2012,YAMAHA,XVS1300 TOURER,1300,18795,$5960
60467,2007,YAMAHA,ROAD STAR SILVERADO XV1700,1700,21084,$3980
60472,2006,SUZUKI,GSX1300R HAYABUSA,1300,4720,$8260
60490,2007,YAMAHA,XVS1300 TOURER,1300,59242,$2980
60491,2012,KAWASAKI,EX250 NINJA,250,6895,$2980
60504,2003,KAWASAKI,KLR650,650,31946,SOLD
60517,2007,KAWASAKI,EX650 NINJA,650,5637,SOLD
60521,2004,KAWASAKI,EN500 LTD VULCAN,500,4949,SOLD
60522,2009,KAWASAKI,KLE650 VERSYS,650,13054,$3750
60529,2012,HONDA,VT1300CX FURY,1300,18115,SOLD
60531,2010,SUZUKI,GZ250,250,7868,$2450
60534,2014,YAMAHA,XVS950 TOURER,950,12526,$4980
60535,2006,YAMAHA,WARRIOR XV1700PC,1700,30217,$3980
60554,2015,KAWASAKI,KLR650 ,650,3524,$5460
60558,2013,SUZUKI,M109R LTD BOULEVARD,1800,2394,SOLD
60559,2008,YAMAHA,XVS1100 SILVERADO V-STAR,1100,11787,$3980
60578,2000,HONDA,VT750 SPIRIT SHADOW,750,26117,$2260
60581,2007,BMW,R1200GS ,1200,27191,$7460
60590,2011,SUZUKI,GSX1300R HAYABUSA,1300,3885,$8960
60596,2012,SUZUKI,GSX1300R,1300,7549,$9460
60598,1997,HONDA,CBR1100XX BLACKBIRD,1100,27144,$4260
60604,2006,SUZUKI,C90T BOULEVARD,1500,22577,SOLD
60606,2015,YAMAHA,BOLT C-SPEC XVS950,950,192,$5660
60610,2014,KAWASAKI,KLR650,650,15725,$3460
60611,2008,SUZUKI,C90T BOULEVARD,1500,29371,$3960
60617,2009,YAMAHA,XVS650 CLASSIC,650,98,SOLD
60618,2008,KTM,990 SUPER DUKE ,990,5916,$6450
60620,2004,YAMAHA,XVS1100 CLASSIC V-STAR,1100,44238,SOLD
60623,2002,SUZUKI,GSX-R1000,1000,34280,SOLD
60627,2009,SUZUKI,GSX1300R HAYABUSA,1300,12678,$8460
60628,2015,KAWASAKI,KLR650,650,619,SOLD
60639,2013,SUZUKI,GSX-R1000,1000,10922,$8960
60644,2000,SUZUKI,GSX-R750 GSXR750,750,21463,SOLD
60648,2014,HONDA,CTX1300,1300,2471,$7980
60649,2014,YAMAHA,XVS950 TOURER V-STAR,950,4580,$5660
60651,2007,KAWASAKI,EX500 NINJA,500,17420,SOLD
60653,2007,HONDA,VTX1300C ,1300,15983,$4260
60657,2010,HONDA,VT1300CR STATELINE,1300,12130,$5460
60661,2011,SUZUKI,M109R LTD BOULEVARD,1800,4034,$8970
60672,2013,SUZUKI,GSX-R1000 GSXR1000,1000,3723,$9260
60673,2011,SUZUKI,M109R LTD,1800,4257,$8960
60676,2005,BMW,K1200LT,1200,24843,$7260
60677,2013,SUZUKI,DL650A V-STROM ABS DL650AK,650,12615,$5660
60683,2001,HONDA,GL1800,1800,46231,SOLD
60684,2000,YAMAHA,XVS650 CUSTOM V-STAR,650,26485,$2270
60687,2013,YAMAHA,XVS950,950,4344,$4260
60691,2003,HONDA,CBR600F4i ,600,29992,$3660
60693,2014,TRIUMPH,AMERICA LT,865,6898,$5660
60696,2002,YAMAHA,R1 YZF-R1,1000,29954,SOLD
60701,2007,KAWASAKI,EX250 NINJA,250,12540,$2260
60714,2007,KAWASAKI,ZX-6R,600,13593,SOLD
60721,2008,HARLEY,XL1200C,1200,15432,$5260
60743,2006,YAMAHA,STRATOLINER,1900,71831,SOLD
60744,2003,HONDA,VT750 SPIRIT,750,12142,$1980
60755,2012,HONDA,VT750 AERO SHADOW,750,10149,SOLD
60756,2005,SUZUKI,GSX750 GSX750F,750,18092,$3254
60763,2007,HONDA,CBR1000RR ,1000,17337,SOLD
60770,1997,HONDA,CBR600F3 ,600,15530,$3954
60775,2006,HONDA,VFR800 INTERCEPTOR ,800,2227,$3980Call First
60778,2005,KAWASAKI,VN800 CLASSIC,800,14356,$2660
60786,2012,HONDA,CBR250R ABS,250,9103,SOLD
60787,2008,YAMAHA,R1,1000,24616,SOLD
60789,2014,SUZUKI,GSX-R1000,1000,4215,SOLD
60797,2013,KAWASAKI,ZX-10R ABS NINJA,1000,2115,SOLD
60804,2012,KAWASAKI,VN900 CLASSIC VULCAN,900,7164,SOLD
60805,2007,SUZUKI,C90T,1500,31029,SOLD
60806,2013,SUZUKI,M90 BOULEVARD,1500,1164,SOLD
60813,2012,SUZUKI,GSX-R1000 GSXR1000,1000,4511,SOLD
60835,2002,HONDA,CBR954RR,954,20239,SOLD
60836,2013,SUZUKI,GSX1300R HAYABUSA,1300,4063,$9460
60851,2006,HARLEY,VRSCR STREET ROD,1130,9088,$5750
60861,1998,HONDA,CBR1100XX BLACKBIRD,1100,20425,$4460
60865,2015,BMW,R1200GS PREMIUM,1200,6465,$19985Call First
60874,2005,HONDA,VT750 AERO SHADOW,750,15854,$2260
60875,2013,HARLEY,XL1200X FORTY-EIGHT SPORTSTER,1200,4974,$7750
60880,2003,SUZUKI,GSX-R750,750,31600,SOLD
60882,2012,HARLEY,XL1200X FORTY-EIGHT SPORTSTER,1200,1950,SOLD
60884,2007,HONDA,CBR1000RR,1000,29432,$5660
60887,2006,BUELL,XB12X ULYSSES,1200,28688,$2980
60891,2012,HARLEY,FLHTCU UL CL EL GLD,1687,21112,SOLD
60903,2013,KAWASAKI,ZG1400 ABS CONCOURS,1400,6426,$8960
60908,2013,HONDA,F6B GOLDWING,1800,2150,SOLD
60911,1996,HONDA,CBR600F3 ,600,24219,SOLD
60915,2012,KAWASAKI,VN1700 VOYAGER VULCAN,1700,15628,$8960
60929,2015,TRIUMPH,675 DAYTONA ,675,30,$8960
60932,2004,BMW,K1200LT TRIKE,1200,36419,$13970Call First
60934,2010,HONDA,NT700 ABS,700,17855,$4660
60936,2009,KAWASAKI,VN1700 NOMAD,1700,22321,SOLD
60937,2012,DUCATI,DIAVEL,1200,9862,$8760
60944,2015,TRIUMPH,THUNDERBIRD,1700,27,SOLD
60949,2003,SUZUKI,GSX-R750 GSXR750,750,12896,SOLD
60951,2007,KAWASAKI,ZX-6R NINJA,600,20672,SOLD
60960,2006,TRIUMPH,ROCKET III CLASSIC,2300,10446,$7260
60964,2013,TRIUMPH,SPEED TRIPLE,1050,2554,$7450
60967,2011,KAWASAKI,ULTRA 300X 11',1500,0,$11970
60968,2011,HONDA,TRAILER COM-FAB SINGLE PWC,,0,$970Call First
60976,2012,HARLEY,FLHX STREET GLIDE,1687,23344,SOLD
60979,2012,DUCATI,MULTISTRADA 1200 ABS,1200,12357,$7970
60982,2006,HONDA,VT750 SPIRIT,750,7983,$3260
60983,2009,YAMAHA,XVS1300 TOURER V-STAR,1300,30938,$3980
60985,2016,SUZUKI,GSX-R750,750,3725,SOLD
60986,2011,SUZUKI,GSX1300R,1300,4555,$8970
60987,2008,YAMAHA,R6 YZF-R6,600,8082,$6260
60989,2002,HONDA,CBR954RR ,954,29907,SOLD
60998,2013,SUZUKI,C50T,800,2018,$5260
60999,2006,HONDA,VT750 SPIRIT SHADOW,750,9259,$2980
61000,2007,HONDA,TRAILER DOUBLE PWC,,0,$1760Call First
61004,2015,HONDA,CBR300R ,300,5491,SOLD
61006,2002,HONDA,VTX1800R ,1800,26113,$3980
61007,2012,HARLEY,VRSCDX NIGHT ROD,1250,9129,SOLD
61011,2016,YAMAHA,WAVE RUNNER VX DLX,1049,54,$9760
61012,2001,HONDA,CBR929RR ,929,13212,$4660
61014,2011,KAWASAKI,ZX-14,1400,2972,$8980
61015,2002,HONDA,VTX1800C,1800,36648,$3760
61024,2013,YAMAHA,R6,600,4042,$7460
61025,2012,SUZUKI,GSX-R750 GSXR750,750,4090,SOLD
61026,2012,HARLEY,FXDC DYNA SUPER GLD CUSTOM,1584,12740,SOLD
61031,2014,SUZUKI,GSX-R600,600,9130,$8260
61036,2013,SUZUKI,M90,1500,2310,SOLD
61037,2001,HONDA,VF750 MAGNA,750,23065,$2660
61038,2012,YAMAHA,XVS1300 TOURER V-STAR,1300,18397,SOLD
61049,2007,YAMAHA,XVS650 SILVERADO,650,18208,$2970
61053,2009,YAMAHA,R1,1000,15633,SOLD
61055,2007,YAMAHA,R6,600,21263,$5970
61056,2012,HONDA,CBR600RR ,600,3195,$7460
61057,2011,SUZUKI,GSX-R1000,1000,3240,SOLD
61058,2008,KAWASAKI,ZX-10R NINJA,1000,19850,$6760
61062,2013,HARLEY,XL883N IRON SPORTSTER,883,5027,SOLD
61063,2011,TRIUMPH,AMERICA ,865,2856,SOLD
61067,2013,KAWASAKI,ZR1000 Z1000,1000,1787,SOLD
61068,2011,HONDA,CBR600RR ,600,14638,$6980
61071,2005,SUZUKI,GSX1300R HAYABUSA,1300,22877,SOLD
61075,2004,KAWASAKI,VN800,800,9922,$2660
61077,2012,HARLEY,FLHTC ELECTRA GLIDE CLASSIC,1687,31967,SOLD
61080,2011,SUZUKI,GSX-R600 GSXR600,600,13431,$7460
61089,2004,YAMAHA,R1,1000,26109,SOLD
61091,2009,KAWASAKI,VN900 LT VULCAN,900,8044,$4460
61094,2012,KAWASAKI,VN900 LT,900,8361,$4980
61095,2014,TRIUMPH,TROPHY SE ,1215,2312,SOLD
61098,2015,KAWASAKI,ZG1400 ABS,1400,609,$10960
61099,2002,SUZUKI,GSX600,600,5683,$3460
61100,2012,DUCATI,MULTISTRADA 1200S TOURING,1200,10575,$9660
61108,2014,SUZUKI,GSX-R750 GSXR750,750,3184,$9260
61109,2014,HONDA,CBR1000RR ,1000,1961,$9560
61115,2012,KAWASAKI,EX250,250,7816,SOLD
61116,2015,BMW,R1200RT ,1200,27151,$17970Call First
61120,2009,SUZUKI,DL1000 V-STROM DL1000K,1000,38673,$4460
61125,2014,DUCATI,HYPERSTRADA ,821,3263,$8460
61128,2009,SUZUKI,GSF1250 BANDIT ,1250,30558,$4460
61129,2006,HONDA,CB600F 599,599,18344,$3460
61135,2014,KAWASAKI,EX300 ABS NINJA,300,1539,$4270
61136,2009,SUZUKI,GSX1300R,1300,21182,$7960
61138,2005,SUZUKI,GSX1300R,1300,22327,$6460
61141,2010,HONDA,CBR1000RR ,1000,11413,SOLD
61146,2014,SUZUKI,GSX-R1000 GSXR1000,1000,5398,$9660
61147,2000,KAWASAKI,VN1500 CLASSIC VULCAN,1500,14492,$2660
61151,2000,HONDA,CBR600F4,600,34784,$2960
61152,2010,YAMAHA,R1,1000,8968,SOLD
61155,2002,SUZUKI,GSX1300R HAYABUSA,1300,11255,SOLD
61158,2003,HARLEY,FLHTCUI UL CL EL GLD,1450,85362,$8460
61159,2005,AMERICAN IRONHORSE,LEGEND SC CHOPPER,1822,3241,SOLD
61160,1996,HONDA,ST1100,1100,54469,SOLD
61170,2003,KAWASAKI,ZX-6R NINJA,636,28444,SOLD
61172,2014,BMW,R1200GS ADVENTURE,1200,13982,$17975
61173,2014,YAMAHA,FZ-09,900,8242,$5960
61178,2007,KAWASAKI,ZX-14,1400,10000,SOLD
61179,2014,HARLEY,FLHXS STREET GLIDE SPECIAL,1687,3908,SOLD
61180,2012,YAMAHA,FZ8,800,10899,SOLD
61182,2006,KAWASAKI,EX650,650,1742,$3460
61186,2000,HONDA,GL1500C VALKYRIE,1500,25963,$4960
61188,2004,HONDA,VT1100 SABRE,1100,15774,SOLD
61190,2002,HONDA,VT1100 AERO,1100,25824,$3660
61191,2005,HONDA,VT1100 SPIRIT,1100,19361,$3460
61197,2010,HARLEY,FLSTFB FAT BOY LO ,1584,14339,$8970
61199,2007,HARLEY,FLHTCU UL CL EL GLD,1584,37545,$9470
61201,2007,VICTORY,KINGPIN TOUR ,1634,11141,SOLD
61203,2004,HONDA,VT750 AERO,750,12593,$2760
61204,2015,VICTORY,VISION TOUR,1731,4868,$15260
61206,1997,HONDA,CBR1100XX,1100,19743,SOLD
61209,2010,KAWASAKI,VN1700 NOMAD VULCAN,1700,11251,SOLD
61210,2004,SUZUKI,VL800,800,13490,$2560
61212,2011,KAWASAKI,EX650,650,13727,$4260
61216,2013,KAWASAKI,VN1700 VAQUERO VULCAN,1700,10251,SOLD
61219,2004,HONDA,VT600 VLX,600,37290,$2460
61221,2003,HONDA,VTX1300S ,1300,41251,$2960
61223,2015,SUZUKI,GSX1300R,1300,4030,$10960
61228,2005,YAMAHA,R1 YZF-R1,1000,24888,$5960
61232,2013,HONDA,NC700X,700,11478,$4960
61233,2006,KAWASAKI,EX650 NINJA,650,2320,$3460
61234,2011,KAWASAKI,VN1700 VOYAGER VULCAN,1700,21160,SOLD
61235,2008,KAWASAKI,VN900 LT VULCAN,900,29820,$2980
61239,1998,HARLEY,FLSTS SPRINGER HERITAGE,1340,24525,$12960
61241,2015,SUZUKI,DL650 ADVENTURE V-STROM,650,242,$7454
61245,2013,YAMAHA,XV250,250,2422,SOLD
61246,2013,SUZUKI,AN650 BURGMAN SCOOTER,650,9048,$5460
61248,2012,YAMAHA,STRYKER XVS13CR,1300,3235,$6460Call First
61249,2006,SUZUKI,S50 BOULEVARD,800,11106,$3260
61250,2014,HONDA,GL1800C VALKYRIE GOLDWING,1800,29,SOLD
61252,2014,KAWASAKI,EX650 ABS,650,4144,SOLD
61254,2015,KAWASAKI,EX650 NINJA,650,12237,$5460
61255,2011,SUZUKI,GSX1250,1250,4973,SOLD
61256,2012,KAWASAKI,EX250 NINJA,250,1319,$3160
61258,2015,HARLEY,XG500 ,500,39,$4760
61259,2013,HARLEY,FLTRXSE2 CVO,1803,13357,SOLD
61260,2014,HARLEY,VRSCF MUSCLE V-ROD VROD,1250,508,SOLD
61261,2015,HARLEY,FLTRXS ROAD GLIDE SPECIAL,1687,6842,$20460
61262,2013,HARLEY,FLTRX ROAD GLIDE CUSTOM,1687,8036,$14970
61263,2012,HARLEY,FLTRX ROAD GLIDE,1687,17597,SOLD
61264,2000,HONDA,GL1500CF VALKYRIE,1500,49571,$7660
61265,2014,YAMAHA,STRYKER XVS13CE,1300,1197,SOLD
61266,2013,HARLEY,FLTRXSE2 CVO ROAD GLIDE,1803,12384,SOLD
61269,2002,HONDA,VT1100 SPIRIT SHADOW,1100,20619,$2980
61275,2007,HONDA,VFR800 INTERCEPTOR ,800,15796,$5460
61276,2014,HARLEY,XL883L LOW,883,12529,$5660
61277,2005,HARLEY,XL883C SPORTSTER,883,29979,SOLD
61278,2015,HARLEY,XL1200X FORTY-EIGHT,1200,2587,$7660
61279,2013,HARLEY,XL1200C SPORTSTER,1200,11205,SOLD
61281,2006,HONDA,VFR800A INTERCEPTOR,800,17507,$4660
61282,2006,HONDA,CBR600RR,600,22908,$4760
61283,2013,HARLEY,FXDB STREET BOB,1584,10167,SOLD
61285,2002,HONDA,VT750 ACE,750,4267,$2980
61286,2013,HONDA,GL1800HPN GOLDWING,1800,33849,$16970
61289,2013,TRIUMPH,THRUXTON,865,3865,SOLD
61291,2011,KAWASAKI,ZX-10R,1000,19396,$7970
61292,2013,YAMAHA,R1,1000,3371,$9970
61296,2015,SUZUKI,GSX-R600 GSXR600,600,3931,$8460
61297,2012,DUCATI,DIAVEL ,1200,5647,$9460
61299,2008,YAMAHA,R6,600,22661,$5980
61300,2005,HARLEY,FXDL DYNA LOW RIDER,1450,8760,SOLD
61302,1993,HONDA,GL1500 ASPENCADE,1500,33842,$3960
61303,2015,YAMAHA,FZ-09,900,2239,SOLD
61304,2006,HONDA,VFR800 INTERCEPTOR,800,15838,SOLD
61306,2006,SUZUKI,DL1000 V-STROM,1000,32808,$3970
61312,2008,HARLEY,FLSTF FAT BOY,1584,16065,$9560
61318,2013,HARLEY,XL1200V SEVENTY-TWO,1200,10303,$6460
61319,2012,DUCATI,MONSTER 796 ,796,3494,SOLD
61321,2014,BMW,R1200GS PREMIUM ,1200,1983,$17970
61322,2014,BMW,R1200GS PREMIUM,1200,3213,$17970
61323,2002,KAWASAKI,VN800 VULCAN,800,10644,$2460
61324,2013,SUZUKI,GSX-R1000,1000,4639,SOLD
61325,2012,HARLEY,XL1200X FORTY-EIGHT,1200,9341,$6960
61326,2003,HONDA,VT1100 SABRE,1100,36944,SOLD
61329,2008,TRIUMPH,SPRINT ST ABS ,1050,8537,$4960
61332,2010,MOTO GUZZI,CAFE CUSTOM,744,5666,SOLD
61333,2012,HARLEY,XL1200N,1200,8092,$6960
61335,2007,TRIUMPH,TIGER 1050 ,1050,23936,$4660
61336,2008,HARLEY,FLSTC HERITAGE,1584,14360,$8960
61337,2007,HARLEY,FLSTC HERITAGE SOFTAIL CL,1584,11865,$9254
61338,2000,HARLEY,XL883 HUGGER SPORTSTER,883,14840,$3670
61340,2006,HONDA,VT600 VLX SHADOW,600,7195,$3260
61341,1996,HONDA,VFR750,750,27135,$2960
61342,2003,HONDA,VT750 ACE SHADOW,750,21127,$2960
61344,2008,BUELL,1125R ,1125,22707,SOLD
61345,2000,HONDA,CBR929RR,929,41358,SOLD
61346,2015,INDIAN,CHIEF VINTAGE,1811,16647,$13960
61347,2001,YAMAHA,R6 YZF-R6,600,26283,$3270
61348,2003,SUZUKI,GSF1200S BANDIT,1200,22250,$3460
61351,2015,SUZUKI,AN400 BURGMAN,400,5,$4760
61352,2006,KAWASAKI,VN1600 CLASSIC,1600,24590,$3754
61357,2013,HARLEY,FLSTFB FAT BOY LO ,1687,18446,SOLD
61358,2008,SUZUKI,GSX-R600,600,15469,$6460
61359,2008,HONDA,VTX1800F ,1800,53008,$3660
61361,2004,TRIUMPH,SPEED TRIPLE,955,9784,SOLD
61364,2001,HONDA,GL1800A,1800,40932,$8760
61365,2006,YAMAHA,XVS1100 CLASSIC,1100,10748,$3460
61366,2005,HONDA,VTX1300R,1300,35389,$3660
61367,2013,HARLEY,FLS SOFTAIL SLIM ,1687,5923,SOLD
61368,2008,YAMAHA,WARRIOR XV1700PC,1700,2015,SOLD
61371,2009,YAMAHA,RAIDER S,1900,7051,SOLD
61374,2003,YAMAHA,R1,1000,30558,SOLD
61375,2016,SUZUKI,GSX1300R HAYABUSA,1300,1762,$9980
61377,2003,HONDA,GL1800,1800,99080,$7460
61379,2006,MV AGUSTA,BRUTALE S ,910,9230,$5460
61381,2004,HONDA,VTX1300C ,1300,6086,$3960
61382,2012,HARLEY,VRSCDX NIGHT ROD SPECIAL,1250,3181,SOLD
61384,2016,KAWASAKI,ZX-6R,636,5773,$8960
61385,2008,SUZUKI,GSX-R750,750,23406,SOLD
61386,2011,HARLEY,FLTRU ROAD GLIDE UL ULTRA,1584,16241,$13660
61387,2015,YAMAHA,R1 YZF-R1,1000,5704,SOLD
61389,2013,SUZUKI,GSX-R600,600,10474,$8460
61391,2006,SUZUKI,GSX-R600 GSXR600,600,23941,$5660
61393,2007,TRIUMPH,AMERICA,865,9061,SOLD
61394,2003,SUZUKI,SV650 ,650,27314,$2860
61395,2014,HONDA,CBR1000RR,1000,2799,$9954
61396,2013,YAMAHA,R6 YZF-R6,600,3155,$7970
61399,2012,HARLEY,FLHX STREET GLIDE ,1687,32710,$13660
61400,2011,YAMAHA,R6 YZF-R6,600,17676,SOLD
61401,2001,SUZUKI,GSX-R750,750,21306,$4460
61402,2014,HARLEY,FLHX STREET GLIDE,1687,14977,$15960
61403,2008,KAWASAKI,VN900 LT,900,12857,$3760
61405,2012,YAMAHA,XVS1300 TOURER,1300,8497,SOLD
61407,1988,HONDA,VF750 MAGNA VF750C,750,20371,$4954
61408,2003,HONDA,GL1800A,1800,62294,$8960
61413,2004,HONDA,GL1800 GOLDWING,1800,31567,$9460
61414,2015,HYOSUNG,GT650R,650,4346,$4560
61417,2007,SUZUKI,GSX1300R,1300,27451,SOLD
61423,2014,HONDA,NS300A FORZA ABS SCOOTER,300,9147,$3460
61425,2005,KAWASAKI,ZR1000 Z1000 ,1000,20756,$3954
61426,2009,SUZUKI,C50T TRIKE BOULEVARD,800,2414,SOLD
61428,2005,SUZUKI,GSX-R600,600,9913,$5460
61434,1997,HONDA,CBR1100XX BLACKBIRD,1100,33911,$4260
61435,2015,SUZUKI,DR-Z400S ,400,250,$5260
61436,2015,SUZUKI,DR200S,200,4207,$3960
61438,2004,SUZUKI,VL800 VOLUSIA,800,17154,$3970
61439,2016,SUZUKI,S40,650,154,$4460
61440,2016,SUZUKI,GSX-S750,750,144,$6960
61441,2013,SUZUKI,M50,800,8401,$4960
61443,2012,YAMAHA,RAIDER SCL XV1900,1900,12787,$9660
61444,2014,HONDA,CMX250 REBEL,250,4204,$3260
61448,2010,HARLEY,VRSCAW V-ROD VROD,1250,4481,$7970
61449,2004,SUZUKI,GSX-R600,600,19018,$4660
61451,2003,SUZUKI,GSX-R600,600,11771,$4760
61452,2011,SUZUKI,GSX-R600,600,2109,$6960
61454,2014,SUZUKI,S40 BOULEVARD,650,589,$3660
61455,2015,HARLEY,XG750,750,1948,$5260
61456,2014,KAWASAKI,VN1700 VOYAGER,1700,7171,$11960
61458,2007,SUZUKI,GSX-R750 GSXR750,750,16813,SOLD
61459,2013,SUZUKI,GSX-R600 GSXR600,600,1228,$8454
61460,2012,YAMAHA,R1,1000,4007,$9960
